,Unnamed: 0,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
19,19.0,Tjark Ernst,58.0,77.0,475000.0,1000.0,10.0,8.0,10.0,22.0,8.0,10.0,10.0,10.0,32.0,21.0,31.0,20.0,26.0,51.0,60.0,37.0,61.0,24.0,54.0,8.0,27.0,21.0,5.0,35.0,10.0,43.0,10.0,13.0,11.0,59.0,57.0,49.0,59.0,56.0
27,27.0,Arne Schulz,56.0,72.0,325000.0,900.0,11.0,7.0,14.0,21.0,5.0,13.0,11.0,11.0,28.0,16.0,26.0,25.0,28.0,53.0,25.0,41.0,33.0,27.0,64.0,7.0,20.0,14.0,12.0,33.0,12.0,31.0,12.0,12.0,11.0,51.0,54.0,55.0,52.0,62.0
40,40.0,Nikola Vasilj,70.0,74.0,1700000.0,8000.0,10.0,9.0,12.0,40.0,6.0,12.0,14.0,11.0,38.0,22.0,36.0,30.0,40.0,68.0,23.0,48.0,64.0,21.0,72.0,7.0,30.0,15.0,8.0,42.0,16.0,55.0,13.0,10.0,14.0,68.0,66.0,64.0,71.0,71.0
47,47.0,Andrés Sánchez,56.0,62.0,180000.0,2000.0,10.0,6.0,11.0,18.0,9.0,8.0,10.0,10.0,20.0,19.0,28.0,25.0,39.0,44.0,33.0,35.0,58.0,20.0,50.0,7.0,16.0,9.0,4.0,32.0,12.0,37.0,7.0,13.0,13.0,53.0,55.0,47.0,57.0,65.0
4,4.0,Carlo Pinsoglio,73.0,73.0,1500000.0,47000.0,13.0,11.0,13.0,24.0,8.0,18.0,11.0,18.0,28.0,22.0,43.0,41.0,36.0,62.0,40.0,47.0,71.0,34.0,60.0,6.0,32.0,18.0,11.0,35.0,22.0,64.0,20.0,12.0,13.0,74.0,72.0,62.0,74.0,76.0
16,16.0,Sean Everet Johnson,73.0,73.0,1000000.0,6000.0,13.0,12.0,14.0,43.0,17.0,19.0,13.0,19.0,46.0,20.0,42.0,43.0,44.0,73.0,52.0,53.0,71.0,35.0,72.0,20.0,30.0,18.0,13.0,35.0,16.0,50.0,16.0,15.0,15.0,73.0,67.0,70.0,70.0,76.0
34,34.0,Keylor Navas Gamboa,88.0,88.0,10000000.0,85000.0,11.0,15.0,11.0,40.0,11.0,24.0,21.0,15.0,37.0,30.0,54.0,53.0,60.0,84.0,61.0,56.0,74.0,39.0,75.0,13.0,32.0,22.0,16.0,68.0,25.0,67.0,28.0,14.0,14.0,89.0,84.0,75.0,87.0,89.0
37,37.0,Heinz Lindner,75.0,75.0,3000000.0,18000.0,11.0,12.0,13.0,24.0,13.0,11.0,17.0,17.0,15.0,20.0,41.0,43.0,45.0,69.0,41.0,50.0,63.0,32.0,52.0,16.0,30.0,12.0,12.0,55.0,19.0,64.0,12.0,9.0,19.0,78.0,71.0,67.0,75.0,77.0
46,46.0,Rafał Gikiewicz,77.0,77.0,1800000.0,21000.0,18.0,13.0,39.0,24.0,15.0,18.0,19.0,12.0,20.0,19.0,27.0,29.0,38.0,77.0,40.0,48.0,66.0,20.0,68.0,13.0,22.0,12.0,12.0,48.0,19.0,31.0,13.0,14.0,13.0,79.0,72.0,64.0,76.0,81.0
47,47.0,Adrián San Miguel del Castillo,72.0,72.0,250000.0,28000.0,12.0,16.0,15.0,21.0,12.0,15.0,12.0,17.0,32.0,23.0,44.0,42.0,53.0,71.0,48.0,50.0,69.0,38.0,63.0,20.0,38.0,25.0,12.0,32.0,44.0,57.0,18.0,19.0,14.0,73.0,70.0,67.0,69.0,74.0
51,51.0,Joel Robles Blázquez,75.0,75.0,2800000.0,26000.0,12.0,11.0,12.0,15.0,13.0,18.0,11.0,20.0,26.0,25.0,47.0,55.0,50.0,68.0,39.0,54.0,56.0,25.0,72.0,11.0,23.0,22.0,13.0,41.0,15.0,54.0,11.0,11.0,14.0,76.0,73.0,72.0,73.0,77.0
1,1.0,Mauricio Ariel Caranta,69.0,69.0,150000.0,3000.0,12.0,12.0,12.0,20.0,12.0,10.0,11.0,10.0,22.0,14.0,39.0,45.0,29.0,70.0,44.0,50.0,70.0,32.0,68.0,13.0,32.0,24.0,13.0,52.0,23.0,64.0,15.0,11.0,12.0,68.0,66.0,67.0,70.0,68.0
2,2.0,Ben Foster,77.0,77.0,1200000.0,25000.0,15.0,18.0,14.0,36.0,14.0,14.0,15.0,17.0,32.0,25.0,47.0,44.0,45.0,73.0,50.0,53.0,73.0,32.0,57.0,14.0,15.0,23.0,14.0,41.0,41.0,63.0,22.0,15.0,14.0,78.0,77.0,71.0,76.0,78.0
15,15.0,Daniel Márcio Fernandes,66.0,66.0,475000.0,2000.0,12.0,11.0,12.0,18.0,13.0,15.0,11.0,13.0,14.0,13.0,34.0,33.0,39.0,62.0,39.0,47.0,51.0,28.0,40.0,11.0,29.0,11.0,7.0,38.0,22.0,38.0,16.0,18.0,9.0,68.0,62.0,63.0,62.0,69.0
17,17.0,Bradley Guzan,67.0,67.0,110000.0,1000.0,16.0,14.0,12.0,26.0,15.0,14.0,15.0,11.0,34.0,28.0,38.0,37.0,37.0,63.0,47.0,48.0,67.0,30.0,63.0,15.0,35.0,19.0,12.0,51.0,35.0,53.0,12.0,15.0,14.0,65.0,68.0,64.0,68.0,65.0
19,19.0,Łukasz Fabiański,81.0,81.0,2900000.0,39000.0,14.0,13.0,11.0,32.0,17.0,14.0,18.0,12.0,50.0,22.0,50.0,47.0,53.0,74.0,44.0,53.0,69.0,25.0,65.0,20.0,43.0,16.0,15.0,57.0,22.0,63.0,14.0,12.0,13.0,81.0,82.0,71.0,82.0,81.0
26,26.0,Bradley Scott Jones,65.0,65.0,80000.0,750.0,19.0,17.0,11.0,28.0,11.0,18.0,13.0,12.0,18.0,22.0,33.0,36.0,25.0,60.0,30.0,45.0,69.0,40.0,72.0,11.0,32.0,23.0,17.0,30.0,35.0,56.0,17.0,13.0,13.0,64.0,64.0,60.0,68.0,64.0
34,34.0,Stéphane Ruffier,79.0,79.0,5500000.0,28000.0,11.0,11.0,12.0,33.0,13.0,12.0,17.0,12.0,34.0,15.0,45.0,50.0,51.0,75.0,55.0,56.0,72.0,37.0,76.0,11.0,31.0,25.0,12.0,49.0,25.0,66.0,13.0,12.0,11.0,80.0,79.0,74.0,78.0,79.0
39,39.0,Emiliano Viviano,71.0,71.0,210000.0,8000.0,12.0,17.0,13.0,36.0,13.0,18.0,14.0,16.0,37.0,22.0,30.0,43.0,45.0,67.0,40.0,52.0,70.0,33.0,65.0,18.0,18.0,10.0,10.0,60.0,21.0,64.0,27.0,10.0,12.0,67.0,71.0,69.0,73.0,70.0
40,40.0,Salvatore Sirigu,77.0,77.0,1200000.0,23000.0,13.0,10.0,11.0,23.0,12.0,15.0,11.0,11.0,28.0,18.0,46.0,46.0,52.0,74.0,55.0,55.0,68.0,34.0,66.0,14.0,34.0,20.0,10.0,55.0,19.0,62.0,14.0,11.0,13.0,75.0,73.0,73.0,79.0,75.0
15,15.0,Kerem Yusuf Ersunar,50.0,71.0,130000.0,500.0,11.0,9.0,10.0,15.0,7.0,11.0,13.0,14.0,17.0,19.0,28.0,20.0,38.0,34.0,29.0,41.0,32.0,26.0,53.0,5.0,21.0,10.0,4.0,37.0,17.0,26.0,7.0,10.0,13.0,55.0,50.0,54.0,45.0,55.0
23,23.0,Juan Diego Gil Castaño,56.0,74.0,325000.0,500.0,16.0,7.0,11.0,20.0,6.0,7.0,11.0,11.0,30.0,20.0,33.0,30.0,38.0,56.0,45.0,43.0,68.0,22.0,22.0,7.0,20.0,8.0,8.0,38.0,30.0,30.0,6.0,10.0,12.0,54.0,53.0,57.0,55.0,57.0
36,36.0,Jonathan Gonzalo Villafuerte Farías,61.0,68.0,575000.0,500.0,12.0,8.0,11.0,26.0,7.0,8.0,11.0,12.0,24.0,15.0,32.0,23.0,26.0,60.0,40.0,45.0,51.0,21.0,34.0,9.0,25.0,8.0,8.0,31.0,20.0,33.0,7.0,12.0,11.0,61.0,63.0,60.0,58.0,60.0
38,38.0,Alan Vladimir Vento Gómez,58.0,62.0,220000.0,2000.0,12.0,7.0,14.0,22.0,9.0,8.0,11.0,13.0,19.0,15.0,35.0,18.0,26.0,40.0,50.0,44.0,63.0,19.0,50.0,8.0,19.0,15.0,7.0,35.0,16.0,25.0,9.0,15.0,15.0,57.0,60.0,58.0,59.0,62.0
39,39.0,Revanth By,47.0,55.0,90000.0,500.0,13.0,8.0,13.0,20.0,8.0,11.0,10.0,10.0,18.0,19.0,20.0,23.0,37.0,31.0,43.0,32.0,64.0,22.0,45.0,5.0,25.0,13.0,5.0,38.0,10.0,39.0,5.0,13.0,13.0,49.0,46.0,43.0,47.0,52.0
50,50.0,Carlos Salvador Torres Córdova,59.0,66.0,400000.0,500.0,15.0,6.0,13.0,28.0,7.0,13.0,12.0,15.0,23.0,12.0,33.0,33.0,25.0,50.0,50.0,41.0,65.0,29.0,55.0,7.0,28.0,8.0,6.0,38.0,13.0,27.0,7.0,15.0,15.0,58.0,60.0,55.0,58.0,61.0
8,8.0,Charlie Lyon,56.0,59.0,80000.0,1000.0,14.0,17.0,11.0,24.0,17.0,12.0,19.0,13.0,23.0,17.0,45.0,47.0,39.0,50.0,40.0,16.0,54.0,41.0,85.0,14.0,18.0,24.0,20.0,14.0,22.0,36.0,15.0,12.0,18.0,58.0,53.0,65.0,56.0,52.0
14,14.0,Emil Audero Mulyadi,78.0,81.0,14500000.0,16000.0,13.0,16.0,19.0,29.0,18.0,19.0,12.0,12.0,19.0,18.0,55.0,49.0,53.0,75.0,51.0,55.0,65.0,25.0,55.0,19.0,24.0,11.0,9.0,30.0,22.0,56.0,10.0,10.0,10.0,80.0,74.0,73.0,76.0,82.0
18,18.0,Dimitry Bertaud,74.0,79.0,5000000.0,13000.0,14.0,15.0,19.0,38.0,19.0,18.0,20.0,14.0,33.0,25.0,52.0,55.0,35.0,67.0,61.0,55.0,65.0,42.0,65.0,19.0,30.0,25.0,12.0,25.0,18.0,48.0,14.0,17.0,21.0,74.0,69.0,73.0,73.0,77.0
29,29.0,Geovanni Banguera Delgado,70.0,78.0,2000000.0,900.0,12.0,16.0,16.0,13.0,15.0,11.0,15.0,12.0,23.0,14.0,40.0,45.0,44.0,67.0,45.0,50.0,58.0,34.0,63.0,13.0,21.0,10.0,7.0,22.0,21.0,35.0,20.0,15.0,17.0,70.0,66.0,66.0,69.0,73.0
9,9.0,Patryk Prange,52.0,63.0,140000.0,500.0,13.0,6.0,11.0,28.0,8.0,6.0,11.0,11.0,18.0,19.0,15.0,26.0,39.0,47.0,33.0,35.0,54.0,21.0,64.0,7.0,27.0,10.0,4.0,31.0,10.0,37.0,9.0,14.0,12.0,51.0,54.0,46.0,49.0,52.0
16,16.0,Nicola Pérez,69.0,69.0,700000.0,3000.0,13.0,5.0,11.0,31.0,7.0,14.0,10.0,11.0,20.0,15.0,29.0,20.0,21.0,64.0,45.0,49.0,52.0,24.0,72.0,5.0,18.0,9.0,4.0,34.0,18.0,60.0,5.0,11.0,11.0,68.0,68.0,65.0,71.0,68.0
17,17.0,Niklas Heeger,59.0,65.0,300000.0,1000.0,12.0,6.0,12.0,28.0,7.0,7.0,11.0,13.0,26.0,17.0,22.0,21.0,25.0,44.0,31.0,43.0,62.0,27.0,64.0,7.0,20.0,10.0,5.0,29.0,10.0,32.0,11.0,11.0,13.0,60.0,56.0,57.0,61.0,62.0
22,22.0,Hernán Muñoz,61.0,61.0,110000.0,1000.0,13.0,8.0,12.0,20.0,5.0,10.0,14.0,14.0,15.0,12.0,25.0,31.0,38.0,60.0,49.0,45.0,63.0,28.0,60.0,9.0,19.0,10.0,5.0,34.0,15.0,27.0,5.0,11.0,14.0,61.0,59.0,60.0,59.0,60.0
23,23.0,Sef Van Damme,57.0,71.0,350000.0,750.0,13.0,9.0,12.0,17.0,5.0,6.0,10.0,12.0,19.0,13.0,18.0,21.0,25.0,30.0,21.0,41.0,33.0,21.0,57.0,6.0,24.0,11.0,6.0,39.0,12.0,27.0,6.0,13.0,11.0,65.0,55.0,55.0,57.0,60.0
24,24.0,Guillermo Gajardo,57.0,65.0,300000.0,700.0,13.0,5.0,14.0,23.0,6.0,12.0,12.0,10.0,28.0,17.0,30.0,16.0,28.0,61.0,48.0,43.0,57.0,24.0,44.0,5.0,20.0,14.0,8.0,31.0,16.0,34.0,5.0,11.0,14.0,55.0,58.0,57.0,54.0,55.0
25,25.0,Tom Roufosse,58.0,67.0,400000.0,1000.0,14.0,9.0,13.0,15.0,8.0,10.0,14.0,12.0,29.0,15.0,22.0,28.0,35.0,43.0,46.0,44.0,57.0,26.0,49.0,8.0,20.0,10.0,7.0,33.0,15.0,26.0,9.0,14.0,11.0,60.0,56.0,58.0,58.0,61.0
33,33.0,Dalberson Ferreira do Amaral,63.0,68.0,550000.0,1000.0,11.0,11.0,35.0,58.0,12.0,26.0,17.0,10.0,41.0,41.0,40.0,25.0,27.0,44.0,25.0,47.0,32.0,45.0,64.0,7.0,31.0,8.0,4.0,57.0,37.0,32.0,9.0,12.0,17.0,65.0,63.0,62.0,61.0,67.0
52,52.0,Ghjuvanni Quilichini,56.0,67.0,275000.0,900.0,11.0,6.0,10.0,26.0,7.0,7.0,11.0,13.0,25.0,12.0,29.0,20.0,23.0,39.0,43.0,44.0,40.0,25.0,30.0,8.0,16.0,13.0,4.0,24.0,12.0,28.0,5.0,10.0,10.0,54.0,52.0,58.0,59.0,63.0
58,58.0,Antonis Makatounakis,55.0,67.0,250000.0,500.0,11.0,6.0,10.0,31.0,6.0,9.0,10.0,10.0,25.0,14.0,18.0,31.0,34.0,35.0,37.0,41.0,51.0,17.0,51.0,5.0,22.0,6.0,3.0,40.0,14.0,31.0,7.0,11.0,8.0,59.0,56.0,55.0,56.0,55.0
15,15.0,CJ dos Santos,54.0,65.0,210000.0,600.0,11.0,9.0,14.0,23.0,7.0,9.0,12.0,11.0,20.0,10.0,26.0,29.0,22.0,52.0,23.0,41.0,36.0,25.0,68.0,6.0,24.0,12.0,4.0,37.0,18.0,23.0,9.0,12.0,11.0,55.0,53.0,54.0,53.0,53.0
22,22.0,Erik Grosz,52.0,70.0,180000.0,500.0,11.0,7.0,10.0,16.0,5.0,13.0,14.0,10.0,20.0,13.0,24.0,29.0,26.0,43.0,29.0,35.0,32.0,16.0,38.0,7.0,26.0,7.0,8.0,33.0,18.0,21.0,5.0,13.0,11.0,52.0,53.0,46.0,50.0,55.0
25,25.0,Lars Larsson Jendal,56.0,63.0,240000.0,500.0,13.0,5.0,14.0,23.0,5.0,9.0,14.0,13.0,24.0,18.0,27.0,31.0,37.0,47.0,25.0,42.0,31.0,23.0,56.0,8.0,18.0,14.0,8.0,24.0,11.0,24.0,7.0,13.0,13.0,56.0,55.0,56.0,55.0,56.0
27,27.0,Konstantinos Balomenos,57.0,70.0,350000.0,500.0,10.0,8.0,14.0,23.0,6.0,12.0,21.0,9.0,21.0,22.0,27.0,25.0,23.0,47.0,39.0,44.0,58.0,21.0,55.0,6.0,20.0,8.0,4.0,42.0,8.0,34.0,9.0,14.0,12.0,54.0,53.0,58.0,59.0,60.0
51,51.0,Lorcan Healy,55.0,59.0,150000.0,500.0,14.0,22.0,10.0,33.0,5.0,21.0,10.0,38.0,44.0,22.0,50.0,55.0,55.0,55.0,56.0,44.0,65.0,42.0,65.0,9.0,41.0,33.0,8.0,46.0,43.0,35.0,22.0,10.0,14.0,53.0,59.0,58.0,50.0,51.0
54,54.0,Tom Donaghy,53.0,63.0,170000.0,550.0,10.0,5.0,10.0,21.0,8.0,6.0,11.0,12.0,23.0,18.0,28.0,20.0,31.0,42.0,39.0,41.0,51.0,23.0,57.0,8.0,19.0,10.0,5.0,27.0,10.0,35.0,6.0,12.0,10.0,55.0,52.0,54.0,51.0,53.0
3,3.0,Lee Nicholls,74.0,75.0,3200000.0,15000.0,18.0,11.0,15.0,39.0,10.0,12.0,11.0,15.0,41.0,29.0,40.0,42.0,42.0,69.0,40.0,52.0,67.0,29.0,55.0,14.0,26.0,9.0,5.0,50.0,23.0,44.0,12.0,11.0,13.0,74.0,71.0,69.0,73.0,76.0
24,24.0,Mathew David Ryan,78.0,78.0,9500000.0,20000.0,23.0,11.0,14.0,40.0,15.0,13.0,23.0,12.0,45.0,24.0,53.0,52.0,53.0,73.0,50.0,62.0,78.0,34.0,65.0,18.0,36.0,23.0,10.0,68.0,25.0,64.0,10.0,20.0,17.0,78.0,76.0,82.0,76.0,80.0
35,35.0,Anthony Lopes,82.0,82.0,16000000.0,60000.0,19.0,18.0,16.0,32.0,13.0,15.0,15.0,14.0,31.0,21.0,63.0,64.0,67.0,82.0,62.0,53.0,82.0,36.0,73.0,18.0,45.0,25.0,9.0,48.0,16.0,65.0,13.0,15.0,13.0,84.0,78.0,71.0,80.0,86.0
49,49.0,Jasper Cillessen,80.0,80.0,7000000.0,13000.0,17.0,10.0,12.0,50.0,19.0,12.0,10.0,10.0,35.0,32.0,56.0,50.0,48.0,80.0,50.0,59.0,71.0,40.0,67.0,15.0,25.0,25.0,11.0,60.0,21.0,61.0,18.0,12.0,11.0,80.0,79.0,78.0,80.0,76.0
1,1.0,Daniel Martín Fernández,69.0,76.0,2400000.0,7000.0,15.0,13.0,13.0,34.0,14.0,12.0,16.0,13.0,36.0,19.0,48.0,46.0,55.0,63.0,43.0,51.0,64.0,30.0,66.0,11.0,23.0,20.0,9.0,44.0,20.0,48.0,12.0,14.0,12.0,69.0,68.0,68.0,68.0,70.0
22,22.0,Mohamed Airam Ramos Wade,64.0,75.0,1100000.0,1000.0,12.0,10.0,12.0,17.0,8.0,14.0,13.0,14.0,28.0,11.0,31.0,23.0,24.0,60.0,32.0,47.0,50.0,33.0,62.0,7.0,17.0,8.0,10.0,32.0,11.0,31.0,15.0,13.0,15.0,60.0,64.0,62.0,64.0,65.0
44,44.0,Carlos Miguel Coronel,73.0,77.0,3300000.0,5000.0,16.0,10.0,15.0,41.0,12.0,17.0,17.0,13.0,38.0,29.0,39.0,39.0,39.0,64.0,47.0,57.0,63.0,41.0,72.0,9.0,23.0,21.0,10.0,51.0,12.0,50.0,20.0,15.0,16.0,73.0,70.0,76.0,71.0,75.0
1,1.0,Tjark Ernst,58.0,77.0,475000.0,1000.0,10.0,8.0,10.0,22.0,8.0,10.0,10.0,10.0,32.0,21.0,31.0,20.0,26.0,51.0,60.0,37.0,61.0,24.0,54.0,8.0,27.0,21.0,5.0,35.0,10.0,43.0,10.0,13.0,11.0,59.0,57.0,49.0,59.0,56.0
6,6.0,Vladan Kovacević,70.0,78.0,3100000.0,5000.0,13.0,5.0,12.0,45.0,7.0,5.0,10.0,11.0,45.0,10.0,33.0,42.0,38.0,54.0,37.0,51.0,64.0,18.0,59.0,8.0,24.0,8.0,4.0,55.0,11.0,56.0,8.0,13.0,12.0,74.0,66.0,68.0,72.0,74.0
17,17.0,Dominik Greif,72.0,78.0,2900000.0,13000.0,14.0,9.0,10.0,25.0,5.0,10.0,12.0,10.0,17.0,17.0,15.0,22.0,21.0,66.0,21.0,58.0,40.0,17.0,60.0,5.0,16.0,14.0,7.0,34.0,14.0,32.0,8.0,11.0,11.0,70.0,73.0,77.0,71.0,70.0
29,29.0,Marián Tvrdoň,68.0,69.0,1000000.0,500.0,12.0,8.0,13.0,26.0,9.0,13.0,10.0,10.0,15.0,17.0,28.0,32.0,25.0,52.0,23.0,51.0,36.0,22.0,72.0,6.0,27.0,12.0,8.0,40.0,12.0,38.0,9.0,10.0,11.0,69.0,67.0,68.0,70.0,71.0
43,43.0,Dalberson Ferreira do Amaral,63.0,68.0,550000.0,1000.0,11.0,11.0,35.0,58.0,12.0,26.0,17.0,10.0,41.0,41.0,40.0,25.0,27.0,44.0,25.0,47.0,32.0,45.0,64.0,7.0,31.0,8.0,4.0,57.0,37.0,32.0,9.0,12.0,17.0,65.0,63.0,62.0,61.0,67.0
58,58.0,Attilio Morosoli,52.0,68.0,170000.0,500.0,11.0,10.0,12.0,28.0,7.0,8.0,13.0,15.0,16.0,12.0,34.0,22.0,37.0,44.0,50.0,38.0,52.0,28.0,41.0,11.0,15.0,11.0,7.0,33.0,11.0,36.0,6.0,13.0,13.0,53.0,52.0,51.0,50.0,52.0
3,3.0,Bruno Oliveira Bertinato,58.0,63.0,250000.0,550.0,13.0,7.0,10.0,15.0,8.0,7.0,12.0,13.0,21.0,18.0,18.0,20.0,22.0,58.0,20.0,42.0,37.0,21.0,56.0,8.0,25.0,7.0,9.0,53.0,13.0,23.0,8.0,11.0,12.0,59.0,58.0,56.0,50.0,59.0
10,10.0,David Ochoa,67.0,76.0,2000000.0,1000.0,7.0,5.0,11.0,21.0,4.0,6.0,8.0,8.0,20.0,10.0,28.0,25.0,33.0,64.0,38.0,48.0,59.0,38.0,68.0,6.0,20.0,9.0,7.0,38.0,14.0,31.0,8.0,9.0,10.0,66.0,66.0,64.0,64.0,69.0
11,11.0,Luca Unbehaun,65.0,77.0,1500000.0,700.0,8.0,6.0,10.0,29.0,7.0,10.0,8.0,9.0,28.0,19.0,39.0,44.0,58.0,64.0,62.0,52.0,83.0,30.0,68.0,6.0,19.0,13.0,5.0,45.0,11.0,39.0,8.0,10.0,11.0,59.0,62.0,69.0,64.0,68.0
23,23.0,Carlos Raúl Olses Quijada,67.0,72.0,1300000.0,500.0,10.0,5.0,11.0,27.0,5.0,12.0,10.0,12.0,24.0,10.0,34.0,32.0,31.0,68.0,39.0,46.0,61.0,20.0,55.0,5.0,24.0,10.0,4.0,40.0,13.0,35.0,7.0,13.0,12.0,66.0,64.0,61.0,63.0,70.0
26,26.0,Rubén Cordano Justiniano,68.0,76.0,2300000.0,500.0,13.0,5.0,11.0,21.0,7.0,14.0,11.0,12.0,17.0,11.0,24.0,33.0,38.0,60.0,47.0,49.0,78.0,22.0,45.0,8.0,25.0,8.0,4.0,32.0,11.0,37.0,9.0,12.0,12.0,69.0,67.0,65.0,65.0,70.0
39,39.0,Thomas Hasal,64.0,72.0,1100000.0,1000.0,14.0,7.0,14.0,21.0,6.0,8.0,11.0,11.0,17.0,12.0,27.0,26.0,23.0,63.0,35.0,44.0,53.0,23.0,63.0,7.0,18.0,13.0,6.0,30.0,13.0,23.0,8.0,11.0,13.0,64.0,61.0,58.0,62.0,68.0
41,41.0,Mohammad Nawaz,55.0,64.0,250000.0,500.0,10.0,9.0,11.0,24.0,6.0,10.0,10.0,14.0,22.0,17.0,37.0,43.0,60.0,51.0,61.0,41.0,74.0,26.0,25.0,6.0,19.0,7.0,5.0,49.0,14.0,30.0,8.0,12.0,12.0,56.0,51.0,54.0,51.0,61.0
51,51.0,Karl Jakob Hein,64.0,74.0,1100000.0,7000.0,10.0,8.0,17.0,25.0,6.0,10.0,13.0,12.0,21.0,12.0,33.0,38.0,36.0,62.0,31.0,42.0,34.0,40.0,57.0,7.0,18.0,12.0,6.0,32.0,18.0,26.0,9.0,16.0,15.0,61.0,63.0,56.0,64.0,66.0
15,15.0,Sebastian Banozic,52.0,66.0,160000.0,500.0,11.0,5.0,11.0,18.0,10.0,11.0,11.0,12.0,20.0,16.0,25.0,27.0,28.0,44.0,46.0,41.0,62.0,27.0,41.0,9.0,23.0,7.0,5.0,24.0,13.0,39.0,7.0,11.0,9.0,52.0,50.0,55.0,50.0,56.0
23,23.0,Richmond Badu,52.0,61.0,150000.0,900.0,12.0,4.0,13.0,24.0,5.0,8.0,10.0,9.0,20.0,11.0,28.0,20.0,24.0,38.0,23.0,44.0,28.0,13.0,58.0,8.0,15.0,12.0,4.0,38.0,15.0,40.0,7.0,10.0,13.0,55.0,49.0,58.0,46.0,58.0
33,33.0,Nils Arvidsson,54.0,70.0,250000.0,500.0,15.0,8.0,9.0,25.0,9.0,10.0,15.0,13.0,26.0,13.0,32.0,30.0,31.0,45.0,50.0,39.0,54.0,15.0,49.0,6.0,25.0,14.0,10.0,30.0,15.0,25.0,10.0,11.0,12.0,55.0,52.0,52.0,53.0,55.0
36,36.0,André Picornell,53.0,71.0,210000.0,500.0,14.0,9.0,12.0,19.0,6.0,5.0,11.0,13.0,15.0,17.0,30.0,31.0,31.0,41.0,34.0,40.0,58.0,23.0,54.0,8.0,26.0,6.0,4.0,26.0,17.0,28.0,9.0,10.0,10.0,55.0,51.0,53.0,54.0,52.0
47,47.0,Ángel De La Cruz,59.0,67.0,425000.0,500.0,15.0,9.0,11.0,22.0,8.0,13.0,13.0,15.0,19.0,12.0,18.0,23.0,30.0,40.0,25.0,45.0,35.0,24.0,60.0,6.0,26.0,15.0,9.0,58.0,18.0,28.0,13.0,16.0,15.0,61.0,58.0,60.0,61.0,59.0
6,6.0,Ramazan Köse,68.0,68.0,600000.0,5000.0,22.0,11.0,15.0,35.0,15.0,20.0,15.0,12.0,34.0,19.0,35.0,33.0,34.0,54.0,61.0,44.0,59.0,34.0,58.0,20.0,20.0,16.0,11.0,20.0,23.0,54.0,11.0,20.0,18.0,71.0,65.0,58.0,70.0,72.0
9,9.0,Karl-Johan Anton Johnsson,69.0,69.0,700000.0,8000.0,15.0,12.0,19.0,39.0,18.0,16.0,15.0,16.0,41.0,21.0,42.0,44.0,45.0,64.0,40.0,50.0,55.0,32.0,65.0,14.0,30.0,18.0,12.0,47.0,20.0,44.0,20.0,18.0,16.0,70.0,68.0,67.0,67.0,71.0
17,17.0,Lukáš Hrádecký,82.0,82.0,15000000.0,50000.0,11.0,11.0,11.0,30.0,9.0,10.0,11.0,15.0,33.0,20.0,38.0,44.0,43.0,83.0,39.0,50.0,69.0,34.0,55.0,14.0,31.0,18.0,9.0,53.0,20.0,48.0,10.0,10.0,13.0,83.0,77.0,66.0,80.0,87.0
35,35.0,Karl Darlow,74.0,74.0,2200000.0,46000.0,12.0,14.0,12.0,36.0,15.0,14.0,19.0,16.0,30.0,31.0,60.0,54.0,64.0,67.0,64.0,51.0,69.0,44.0,60.0,11.0,13.0,26.0,18.0,37.0,19.0,53.0,17.0,11.0,12.0,76.0,71.0,68.0,73.0,77.0
39,39.0,Oliver Baumann,83.0,83.0,18000000.0,40000.0,14.0,11.0,16.0,30.0,11.0,19.0,12.0,11.0,25.0,17.0,47.0,51.0,45.0,82.0,43.0,59.0,73.0,39.0,69.0,13.0,32.0,21.0,10.0,41.0,22.0,52.0,15.0,18.0,14.0,83.0,82.0,79.0,79.0,84.0
2,2.0,Kevin Fickentscher,67.0,67.0,325000.0,6000.0,20.0,14.0,15.0,29.0,14.0,15.0,16.0,12.0,22.0,21.0,48.0,54.0,52.0,60.0,25.0,47.0,66.0,45.0,35.0,12.0,28.0,24.0,13.0,62.0,13.0,51.0,29.0,15.0,19.0,67.0,65.0,63.0,68.0,70.0
12,12.0,Francesco Bardi,73.0,73.0,2000000.0,18000.0,18.0,10.0,11.0,31.0,17.0,13.0,14.0,19.0,31.0,12.0,51.0,46.0,48.0,72.0,33.0,49.0,75.0,29.0,54.0,18.0,21.0,10.0,11.0,34.0,21.0,68.0,18.0,11.0,10.0,75.0,71.0,65.0,70.0,76.0
26,26.0,Norberto Murara Neto,81.0,81.0,13000000.0,47000.0,11.0,15.0,14.0,36.0,12.0,19.0,12.0,13.0,41.0,24.0,56.0,52.0,59.0,77.0,49.0,58.0,83.0,40.0,61.0,20.0,40.0,15.0,11.0,42.0,22.0,64.0,17.0,14.0,15.0,82.0,78.0,77.0,78.0,80.0
